,AAPL_Price,consumer_sentiment,dollar_index,corp_profits,retail_sales,sentiment_weight
2020-03-14,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-15,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-16,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-17,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-18,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-19,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-20,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-21,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-22,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-23,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-24,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-25,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-26,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-27,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-28,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-29,58.46380615234375,0.13838120104438634,123.8033,,7023.0,inf
2020-03-30,58.46380615234375,0.13850553276140734,123.80024380952379,,7034.809523809524,inf
2020-03-31,58.46380615234375,0.13875419619544938,123.79413142857142,,7058.428571428572,inf
2020-04-01,58.46380615234375,0.1391271913465124,123.78496285714286,1871.838,7093.857142857143,inf
2020-04-02,58.85338668823242,0.13962451821459645,123.77273809523808,1874.291948516314,7141.095238095238,687.7007253383535
2020-04-03,59.242967224121095,0.1402461767997015,123.75745714285713,1876.576659203917,7200.142857142857,500.56424787971747
2020-04-04,59.632547760009764,0.14099216710182758,123.73911999999999,1878.6921320628082,7271.0,421.2907135403795
2020-04-05,60.02212829589844,0.14186248912097466,123.71772666666665,1880.6383670929886,7353.666666666666,376.6528027434269
2020-04-06,60.41170883178711,0.14273281114012173,123.69633333333333,1882.415364294457,7436.333333333334,348.3830253745529
2020-04-07,60.80128936767578,0.14360313315926881,123.67494,1884.0231236672146,7519.0,329.5156378624768
2020-04-08,61.190869903564455,0.14447345517841592,123.65354666666666,1885.461645211261,7601.666666666666,316.7874298966202
2020-04-09,61.580450439453124,0.14534377719756297,123.63215333333333,1886.7309289265957,7684.333333333334,308.48608800148435
2020-04-10,61.9700309753418,0.14621409921671005,123.61076,1887.830974813219,7767.0,303.66736508353694
2020-04-11,62.35961151123047,0.14708442123585716,123.58936666666666,1888.7617828711313,7849.666666666666,301.82577785614893
2020-04-12,62.74919204711914,0.14795474325500427,123.56797333333334,1889.5233531003323,7932.333333333334,302.7483106519406
2020-04-13,63.138772583007814,0.14882506527415135,123.54657999999999,1890.115685500822,8015.0,306.4581019065476
2020-04-14,63.52835311889648,0.1496953872932984,123.52518666666666,1890.5387800726,8097.666666666666,313.21740250492394
2020-04-15,63.91793365478516,0.15056570931244548,123.50379333333333,1890.7926368156673,8180.333333333334,323.5907198138699
2020-04-16,64.30751419067383,0.15143603133159256,123.4824,1890.877255730023,8263.0,338.60121856787737
2020-04-17,64.6970947265625,0.15230635335073964,123.46100666666666,1890.7926368156675,8345.666666666666,360.0778757758744
2020-04-18,65.08667526245117,0.15317667536988672,123.43961333333333,1890.5387800726,8428.333333333334,391.4743667717957
2020-04-19,65.47625579833985,0.1540469973890338,123.41821999999999,1890.1156855008217,8511.0,440.10282308143314
2020-04-20,65.86583633422852,0.1549173194081809,123.39682666666667,1889.5233531003325,8593.666666666666,524.9372871650481
2020-04-21,66.25541687011719,0.15578764142732798,123.37543333333333,1888.7617828711313,8676.333333333334,720.4374034335622
2020-04-22,66.64499740600586,0.15665796344647503,123.35404000000001,1887.8309748132192,8759.0,4116.3953288569455
2020-04-23,67.03457794189453,0.15752828546562214,123.33264666666666,1886.7309289265957,8841.666666666668,4168.151333695024
2020-04-24,67.42415847778321,0.1583986074847692,123.31125333333334,1885.4616452112607,8924.333333333334,4220.229666640208
2020-04-25,67.81373901367188,0.15926892950391627,123.28985999999999,1884.0231236672143,9007.0,4272.6303277179295
2020-04-26,68.20331954956055,0.16013925152306338,123.26846666666667,1882.415364294457,9089.666666666668,4325.353316954528
2020-04-27,68.59290008544922,0.16100957354221043,123.24707333333333,1880.6383670929883,9172.333333333334,4378.398634374885
2020-04-28,68.98248062133788,0.16187989556135754,123.22568000000001,1878.692132062808,9255.0,4431.7662800029275
2020-04-29,69.37206115722657,0.16402160965455817,123.19404239631335,1876.576659203917,9333.142857142857,4485.456253862714
2020-04-30,69.76164169311524,0.16743471582181244,123.15216052227343,1874.2919485163136,9406.761904761905,4539.468555975743
2020-05-01,70.1512222290039,0.17211921406312022,123.10003437788019,1871.838,9475.857142857143,4593.803186364946
2020-05-02,70.41465611611643,0.17807510437848162,123.03766396313365,1869.214813654974,9540.42857142857,1959.9546332109433
2020-05-03,70.67809000322896,0.1853023867678966,122.9650492780338,1866.4223894812376,9600.476190476189,1494.444460448097
2020-05-04,70.94152389034149,0.19380106123136512,122.88219032258066,1863.46072747879,9656.0,1279.9400348147128
2020-05-05,71.20495777745401,0.20357112776888722,122.7890870967742,1860.3298276476303,9707.0,1155.4876336025222
